platform,app_id,source_file,source_api,source_loc,sink_file,sink_api,sink_loc,startpoint_type,flow_type
wechat,wx03ca7dc785499e0d,common/main.js,wx.getStorageSync,86,common/main.js,t.request,88,api.asyn,network_request
wechat,wx03ca7dc785499e0d,common/main.js,wx.getUserInfo,253,common/main.js,e.setStorageSync,256,api.asyn,local_storage
wechat,wx03ca7dc785499e0d,components/chats-list/chats-news.js,wx.getUserInfo,114,components/chats-list/chats-news.js,t.setStorageSync,117,api.asyn,local_storage
wechat,wx03ca7dc785499e0d,components/chats-list/chats-news.js,wx.chooseImage,315,components/chats-list/chats-news.js,t.uploadFile,319,api.asyn,file_upload
wechat,wx03ca7dc785499e0d,pages/index/chatgpt.js,wx.getUserInfo,64,pages/index/chatgpt.js,t.setStorageSync,67,api.asyn,local_storage
wechat,wx03ca7dc785499e0d,pages/index/mine.js,wx.getUserInfo,92,pages/index/mine.js,e.setStorageSync,95,api.asyn,local_storage
wechat,wx03ca7dc785499e0d,pages/index/question.js,wx.getUserInfo,83,pages/index/question.js,t.setStorageSync,86,api.asyn,local_storage
wechat,wx03ca7dc785499e0d,pages/mine/mine-attestation/mine-attestation.js,wx.chooseImage,102,pages/mine/mine-attestation/mine-attestation.js,e.uploadFile,108,api.asyn,file_upload
wechat,wx03ca7dc785499e0d,pages/mine/mine-equityfund/mine-equityfund.js,wx.getUserInfo,142,pages/mine/mine-equityfund/mine-equityfund.js,n.setStorageSync,145,api.asyn,local_storage
wechat,wx03ca7dc785499e0d,pages/mine/mine-login/mine-login.js,wx.getUserInfo,179,pages/mine/mine-login/mine-login.js,t.setStorageSync,182,api.asyn,local_storage
wechat,wx03ca7dc785499e0d,pages/mine/mine-login/mine-login.js,wx.getUserInfo,511,pages/mine/mine-login/mine-login.js,t.setStorageSync,512,api.asyn,local_storage
wechat,wx03ca7dc785499e0d,pages/mine/mine-marketopen/mine-openmarket.js,wx.chooseImage,127,pages/mine/mine-marketopen/mine-openmarket.js,e.uploadFile,134,api.asyn,file_upload
wechat,wx03ca7dc785499e0d,pages/mine/mine-second/mine-second.js,wx.getUserInfo,82,pages/mine/mine-second/mine-second.js,e.setStorageSync,85,api.asyn,local_storage
wechat,wx03ca7dc785499e0d,pages/mine/mine-second/mine-second.js,wx.chooseImage,116,pages/mine/mine-second/mine-second.js,e.uploadFile,120,api.asyn,file_upload
wechat,wx03ca7dc785499e0d,pages/mine/mine-space/edit-details.js,wx.chooseImage,235,pages/mine/mine-space/edit-details.js,t.uploadFile,239,api.asyn,file_upload
wechat,wx03ca7dc785499e0d,pages/mine/mine-space/mine-space.js,wx.getUserInfo,132,pages/mine/mine-space/mine-space.js,t.setStorageSync,133,api.asyn,local_storage
wechat,wx03ca7dc785499e0d,pages/mine/mine-space/space-edit.js,wx.getUserInfo,88,pages/mine/mine-space/space-edit.js,t.setStorageSync,89,api.asyn,local_storage
wechat,wx12352bc4d9a40f1e,api/api.js,wx.getStorageSync,11,api/api.js,i.index.uploadFile,200,api.asyn,file_upload
wechat,wx12352bc4d9a40f1e,api/api.js,wx.getStorageSync,11,api/api.js,i.index.request,23,api.asyn,network_request
wechat,wx125eb90fa89a6287,utils/location.js,wx.getLocation,67,utils/location.js,n.index.setStorage,92,api.asyn,local_storage
wechat,wx125eb90fa89a6287,packageSupervip/pages/supervip/clue.js,wx.getUserInfo,184,packageSupervip/services/platform/common/supervip.js,t.request,60,api.asyn,network_request
wechat,wx125eb90fa89a6287,packageSupervip/pages/supervip/equityCenter/components/CanObtain.js,wx.scanCode,82,services/supervip.js,r.request,281,api.asyn,network_request
wechat,wx153356ea71fef48f,components/uploadPhoto/choosePhoto.js,wx.chooseMedia,208,components/uploadPhoto/choosePhoto.js,wx.setStorageSync,215,api.asyn,local_storage
wechat,wx153356ea71fef48f,pages/userMain/chat/index.js,wx.getStorageSync,1273,pages/userMain/chat/index.js,wx.setStorageSync,1274,api.asyn,local_storage
wechat,wx153356ea71fef48f,pages/userMain/chat/index.js,wx.getStorageSync,1273,pages/userMain/chat/index.js,wx.setStorageSync,1279,api.asyn,local_storage
wechat,wx153356ea71fef48f,pages/userMain/chat/index.js,wx.getStorageSync,1273,pages/userMain/chat/index.js,wx.setStorageSync,2203,api.asyn,local_storage
wechat,wx153356ea71fef48f,wxcomponents/painter/lib/downloader.js,wx.getFileInfo,76,wxcomponents/painter/lib/downloader.js,wx.setStorage,122,api.asyn,local_storage
wechat,wx153356ea71fef48f,pages/tabbar/news/components/userMessageItem.js,wx.getStorageSync,477,pages/tabbar/news/components/userMessageItem.js,wx.setStorageSync,478,api.asyn,local_storage
wechat,wx153356ea71fef48f,pages/tabbar/personal/components/uploadAvatarPop.js,wx.chooseMedia,201,pages/tabbar/personal/components/uploadAvatarPop.js,wx.setStorageSync,208,api.asyn,local_storage
wechat,wx25053a7638a508dc,app.js,wx.getStorageSync,20,app.js,wx.setStorageSync,21,api.asyn,local_storage
wechat,wx25053a7638a508dc,app.js,wx.getStorageSync,20,app.js,a.request,27,api.asyn,network_request
wechat,wx25053a7638a508dc,app.js,wx.getStorageSync,20,utils/request.js,wx.request,12,api.asyn,network_request
wechat,wx25053a7638a508dc,app.js,wx.login,21,app.js,a.request,27,api.asyn,network_request
wechat,wx25053a7638a508dc,app.js,wx.login,21,utils/request.js,wx.request,12,api.asyn,network_request
wechat,wx25053a7638a508dc,utils/request.js,wx.login,37,utils/request.js,wx.request,40,api.asyn,network_request
wechat,wx25053a7638a508dc,utils/request.js,wx.getStorageSync,46,utils/request.js,wx.request,40,api.asyn,network_request
wechat,wx25053a7638a508dc,pages/avatarLibrary/index.js,wx.getStorageSync,27,pages/avatarLibrary/index.js,a.request,26,api.asyn,network_request
wechat,wx25053a7638a508dc,pages/avatarLibrary/index.js,wx.getStorageSync,27,utils/request.js,wx.request,12,api.asyn,network_request
wechat,wx25053a7638a508dc,pages/index/index.js,wx.getStorageSync,170,pages/index/index.js,wx.uploadFile,635,api.asyn,file_upload
wechat,wx25053a7638a508dc,pages/index/index.js,wx.chooseMedia,628,pages/index/index.js,wx.uploadFile,635,api.asyn,file_upload
wechat,wx25053a7638a508dc,pages/mine/index.js,wx.chooseMedia,592,pages/mine/index.js,wx.uploadFile,604,api.asyn,file_upload
wechat,wx25053a7638a508dc,pages/mine/index.js,wx.getStorage,599,pages/mine/index.js,wx.uploadFile,604,api.asyn,file_upload
wechat,wx25053a7638a508dc,pagesA/fankui/index.js,wx.chooseMedia,71,pagesA/fankui/index.js,wx.uploadFile,83,api.asyn,file_upload
wechat,wx25053a7638a508dc,pagesA/fankui/index.js,wx.chooseMedia,109,pagesA/fankui/index.js,wx.uploadFile,121,api.asyn,file_upload
wechat,wx25053a7638a508dc,pagesA/fankui/index.js,wx.getStorage,78,pagesA/fankui/index.js,wx.uploadFile,83,api.asyn,file_upload
wechat,wx25053a7638a508dc,pagesA/fankui/index.js,wx.getStorage,116,pagesA/fankui/index.js,wx.uploadFile,121,api.asyn,file_upload
wechat,wx25053a7638a508dc,pagesA/userInfo/index.js,wx.getStorageSync,52,pagesA/userInfo/index.js,wx.uploadFile,95,api.asyn,file_upload
wechat,wx25053a7638a508dc,pagesA/userInfo/index.js,wx.chooseMedia,84,pagesA/userInfo/index.js,wx.uploadFile,95,api.asyn,file_upload
wechat,wx25053a7638a508dc,pagesA/video/index.js,wx.chooseMedia,125,pagesA/video/index.js,wx.uploadFile,152,api.asyn,file_upload
wechat,wx25053a7638a508dc,pagesA/writeLetters/index.js,wx.chooseMedia,157,pagesA/writeLetters/index.js,wx.uploadFile,181,api.asyn,file_upload
wechat,wx25053a7638a508dc,pagesA/writeLetters/index.js,wx.chooseMedia,215,pagesA/writeLetters/index.js,wx.uploadFile,229,api.asyn,file_upload
wechat,wx25053a7638a508dc,pagesA/writeLetters/index.js,wx.getStorage,174,pagesA/writeLetters/index.js,wx.uploadFile,181,api.asyn,file_upload
wechat,wx25053a7638a508dc,pagesA/writeLetters/index.js,wx.getStorage,222,pagesA/writeLetters/index.js,wx.uploadFile,229,api.asyn,file_upload
wechat,wx25053a7638a508dc,pagesA/writeLetters/index.js,wx.getStorage,489,pagesA/writeLetters/index.js,wx.uploadFile,496,api.asyn,file_upload
wechat,wx25053a7638a508dc,components/TUIChat/components/MessageInput/index.js,wx.getStorage,432,components/TUIChat/components/MessageInput/index.js,wx.uploadFile,439,api.asyn,file_upload
wechat,wx25053a7638a508dc,components/TUIChat/components/MessageInput/index.js,wx.getStorage,483,components/TUIChat/components/MessageInput/index.js,wx.uploadFile,490,api.asyn,file_upload
wechat,wx25053a7638a508dc,components/TUIChat/components/MessageList/index.js,wx.getStorageSync,155,components/TUIChat/components/MessageList/index.js,r.request,156,api.asyn,network_request
wechat,wx25053a7638a508dc,components/TUIChat/components/MessageList/index.js,wx.getStorageSync,155,utils/request.js,wx.request,12,api.asyn,network_request
wechat,wx25053a7638a508dc,components/TUIChat/components/MessageElements/CustomMessage/index.js,wx.getStorageSync,154,components/TUIChat/components/MessageElements/CustomMessage/index.js,o.request,166,api.asyn,network_request
wechat,wx25053a7638a508dc,components/TUIChat/components/MessageElements/CustomMessage/index.js,wx.getStorageSync,154,utils/request.js,wx.request,12,api.asyn,network_request
wechat,wx28102bc4e0d951a5,pages/login/login_4/login.js,wx.getStorageSync,276,pages/login/login_4/login.js,n.http.request,271,api.asyn,network_request
wechat,wx2e2e477331ac1949,mp_ecard_sdk/main.js,wx.getSystemInfoSync,32,mp_ecard_sdk/main.js,wx.request,57,api.asyn,network_request
wechat,wx2e2e477331ac1949,utils/qiniuUploader.js,wx.getStorageSync,36,utils/qiniuUploader.js,wx.uploadFile,28,api.asyn,file_upload
wechat,wx2e2e477331ac1949,components/city-cascader/city-cascader.js,wx.getStorageSync,230,components/city-cascader/city-cascader.js,wx.request,221,api.asyn,network_request
wechat,wx2e2e477331ac1949,pages/activity/show.js,wx.getStorageSync,225,pages/activity/show.js,wx.request,219,api.asyn,network_request
wechat,wx2e2e477331ac1949,pages/buy/payment.js,wx.getStorageSync,216,pages/buy/payment.js,wx.request,210,api.asyn,network_request
wechat,wx2e2e477331ac1949,pages/index/index.js,wx.getStorageSync,80,pages/index/index.js,o.WxService.setStorageSync,360,api.asyn,local_storage
wechat,wx2e2e477331ac1949,pages/register/step5.js,wx.chooseMedia,66,utils/qiniuUploader.js,wx.uploadFile,28,api.asyn,file_upload
wechat,wx2e2e477331ac1949,pages/register/step5.js,wx.getStorageSync,169,pages/register/step5.js,wx.request,163,api.asyn,network_request
wechat,wx2e2e477331ac1949,components/painter/lib/downloader.js,wx.getFileInfo,116,components/painter/lib/downloader.js,wx.setStorage,177,api.asyn,local_storage
wechat,wx2e2e477331ac1949,components/painter/lib/downloader.js,wx.getFileInfo,116,components/painter/lib/downloader.js,wx.setStorage,186,api.asyn,local_storage
wechat,wx2e2e477331ac1949,components/painter/lib/downloader.js,wx.getFileInfo,148,components/painter/lib/downloader.js,wx.setStorage,177,api.asyn,local_storage
wechat,wx2e2e477331ac1949,components/painter/lib/downloader.js,wx.getFileInfo,148,components/painter/lib/downloader.js,wx.setStorage,186,api.asyn,local_storage
wechat,wx2e2e477331ac1949,pages/u/verify/car.js,wx.chooseMedia,60,utils/qiniuUploader.js,wx.uploadFile,28,api.asyn,file_upload
wechat,wx2e2e477331ac1949,pages/u/verify/cert.js,wx.chooseMedia,120,utils/qiniuUploader.js,wx.uploadFile,28,api.asyn,file_upload
wechat,wx2e2e477331ac1949,pages/u/verify/cert.js,wx.chooseMedia,149,utils/qiniuUploader.js,wx.uploadFile,28,api.asyn,file_upload
wechat,wx2e2e477331ac1949,pages/u/verify/cert.js,wx.getStorageSync,250,pages/u/verify/cert.js,wx.request,244,api.asyn,network_request
wechat,wx2e2e477331ac1949,pages/u/verify/house.js,wx.chooseMedia,60,utils/qiniuUploader.js,wx.uploadFile,28,api.asyn,file_upload
wechat,wx2e2e477331ac1949,pages/u/verify/xueli.js,wx.chooseMedia,91,utils/qiniuUploader.js,wx.uploadFile,28,api.asyn,file_upload
wechat,wx353ce1d22e618d55,D349ECB7C5BC03CFB52F84B02DA31777.js,wx.login,23,D349ECB7C5BC03CFB52F84B02DA31777.js,wx.setStorage,30,api.asyn,local_storage
wechat,wx353ce1d22e618d55,D349ECB7C5BC03CFB52F84B02DA31777.js,wx.getStorageSync,120,D349ECB7C5BC03CFB52F84B02DA31777.js,wx.setStorageSync,218,api.asyn,local_storage
wechat,wx353ce1d22e618d55,pages/index/index.js,wx.getStorageSync,104,pages/index/index.js,wx.setStorageSync,179,api.asyn,local_storage
wechat,wx353ce1d22e618d55,pages/login/login.js,loginPhoneNumber,14,D349ECB7C5BC03CFB52F84B02DA31777.js,wx.request,121,ui,network_request
wechat,wx353ce1d22e618d55,pages/party/party.js,wx.getStorageSync,208,pages/party/party.js,wx.setStorageSync,228,api.asyn,local_storage
wechat,wx353ce1d22e618d55,pages/reg_photo/reg_photo.js,wx.chooseImage,22,pages/reg_photo/reg_photo.js,wx.uploadFile,42,api.asyn,file_upload
wechat,wx353ce1d22e618d55,pages/searchuser/searchuser.js,wx.getStorageSync,58,pages/searchuser/searchuser.js,wx.setStorageSync,215,api.asyn,local_storage
wechat,wx353ce1d22e618d55,pages/welcome/welcome.js,loginPhoneNumber,27,D349ECB7C5BC03CFB52F84B02DA31777.js,wx.request,121,ui,network_request
wechat,wx353ce1d22e618d55,pages/cp/carrz/carrz.js,wx.chooseImage,23,pages/cp/carrz/carrz.js,wx.uploadFile,34,api.asyn,file_upload
wechat,wx353ce1d22e618d55,pages/cp/edurz/edurz.js,wx.chooseImage,23,pages/cp/edurz/edurz.js,wx.uploadFile,34,api.asyn,file_upload
wechat,wx353ce1d22e618d55,pages/cp/houserz/houserz.js,wx.chooseImage,23,pages/cp/houserz/houserz.js,wx.uploadFile,34,api.asyn,file_upload
wechat,wx353ce1d22e618d55,pages/cp/idrz2/idrz2.js,wx.chooseImage,120,pages/cp/idrz2/idrz2.js,wx.uploadFile,131,api.asyn,file_upload
wechat,wx353ce1d22e618d55,pages/cp/perfect/perfect.js,wx.chooseImage,926,pages/cp/perfect/perfect.js,wx.uploadFile,946,api.asyn,file_upload
wechat,wx353ce1d22e618d55,pages/cp/photo/photo.js,wx.chooseImage,59,pages/cp/photo/photo.js,wx.uploadFile,67,api.asyn,file_upload
wechat,wx3921ddb0258ff14f,0EDB73802783F3DF68BD1B872B522076.js,wx.getFileInfo,116,0EDB73802783F3DF68BD1B872B522076.js,wx.setStorage,177,api.asyn,local_storage
wechat,wx3921ddb0258ff14f,0EDB73802783F3DF68BD1B872B522076.js,wx.getFileInfo,116,0EDB73802783F3DF68BD1B872B522076.js,wx.setStorage,186,api.asyn,local_storage
wechat,wx3921ddb0258ff14f,0EDB73802783F3DF68BD1B872B522076.js,wx.getFileInfo,148,0EDB73802783F3DF68BD1B872B522076.js,wx.setStorage,177,api.asyn,local_storage
wechat,wx3921ddb0258ff14f,0EDB73802783F3DF68BD1B872B522076.js,wx.getFileInfo,148,0EDB73802783F3DF68BD1B872B522076.js,wx.setStorage,186,api.asyn,local_storage
wechat,wx3add716617862258,service/followBox.js,wx.getStorageSync,7,service/followBox.js,wx.setStorage,32,api.asyn,local_storage
wechat,wx3add716617862258,service/user.js,wx.getStorageSync,492,service/user.js,wx.setStorage,554,api.asyn,local_storage
wechat,wx3add716617862258,utils/util.js,wx.getStorageSync,169,utils/util.js,wx.setStorage,283,api.asyn,local_storage
wechat,wx3add716617862258,pages/index/index.js,wx.getStorageSync,225,pages/index/index.js,wx.setStorageSync,232,api.asyn,local_storage
wechat,wx3add716617862258,pages/suggest/suggest.js,wx.getStorageSync,279,pages/suggest/suggest.js,wx.setStorage,2639,api.asyn,local_storage
wechat,wx3add716617862258,pages/suggest/suggest.js,wx.getStorageSync,279,pages/suggest/suggest.js,wx.setStorage,2451,api.asyn,local_storage
wechat,wx3add716617862258,package-active/pages/setting/setting.js,wx.getLocation,74,package-active/pages/setting/setting.js,wx.setStorage,79,api.asyn,local_storage
wechat,wx3add716617862258,package-my/pages/reportPage/reportPage.js,wx.getImageInfo,40,package-my/pages/reportPage/reportPage.js,wx.saveImageToPhotosAlbum,43,api.asyn,album_write
wechat,wx3add716617862258,package-my/pages/setPosition/setPosition.js,wx.getStorageSync,59,package-my/pages/setPosition/setPosition.js,wx.setStorage,60,api.asyn,local_storage
wechat,wx454addfc6819a2ac,FB11DC34AB13CCAF9D77B433911E3240.js,wx.getLocation,178,FB11DC34AB13CCAF9D77B433911E3240.js,e.request,180,api.asyn,network_request
wechat,wx454addfc6819a2ac,components/login-box/login-box.js,wx.getStorageSync,140,components/login-box/login-box.js,t.util.request,141,api.asyn,network_request
wechat,wx454addfc6819a2ac,components/userInfo/userInfo.js,wx.getStorageSync,131,components/userInfo/userInfo.js,e.util.request,181,api.asyn,network_request
wechat,wx454addfc6819a2ac,pages/article/select_city.js,wx.getLocation,149,pages/article/select_city.js,e.request,151,api.asyn,network_request
wechat,wx454addfc6819a2ac,pages/mine/invite.js,wx.getImageInfo,165,pages/mine/invite.js,n.saveImageToPhotosAlbum,168,api.asyn,album_write
wechat,wx454addfc6819a2ac,pages/release/release.js,wx.chooseLocation,269,pages/release/release.js,e.request,271,api.asyn,network_request
wechat,wx454addfc6819a2ac,pages/mine/ChooseName/ChooseName.js,wx.getStorageSync,224,pages/mine/ChooseName/ChooseName.js,e.util.request,225,api.asyn,network_request
wechat,wx51091d4d0fd0b54d,common/main.js,wx.getStorageSync,172,common/main.js,e.setStorageSync,173,api.asyn,local_storage
wechat,wx51091d4d0fd0b54d,pages/Mine/userManage.js,wx.getImageInfo,360,pages/Mine/userManage.js,t.saveImageToPhotosAlbum,363,api.asyn,album_write
wechat,wx51091d4d0fd0b54d,pages/Personal/Personal.js,wx.getImageInfo,300,pages/Personal/Personal.js,e.saveImageToPhotosAlbum,303,api.asyn,album_write
wechat,wx51091d4d0fd0b54d,pages/Personal/personalNew.js,wx.getImageInfo,382,pages/Personal/personalNew.js,t.saveImageToPhotosAlbum,385,api.asyn,album_write
wechat,wx51091d4d0fd0b54d,pages/certifiCation/certifiCation.js,wx.chooseImage,158,pages/certifiCation/certifiCation.js,t.uploadFile,163,api.asyn,file_upload
wechat,wx52e4ba1e8fddd0cb,pages/events/runnerInfo.js,wx.getStorageSync,158,pages/events/runnerInfo.js,e.setStorageSync,509,api.asyn,local_storage
wechat,wx52e4ba1e8fddd0cb,uni_modules/uni-data-select/components/uni-data-select/uni-data-select.js,wx.getStorageSync,250,uni_modules/uni-data-select/components/uni-data-select/uni-data-select.js,n.setStorageSync,256,api.asyn,local_storage
wechat,wx52e4ba1e8fddd0cb,uni_modules/uni-data-select/components/uni-data-select/uni-data-select.js,wx.getStorageSync,250,uni_modules/uni-data-select/components/uni-data-select/uni-data-select.js,n.setStorageSync,261,api.asyn,local_storage
wechat,wx621b87e4b2b83e10,pages/login/main.js,wx.getStorageSync,97,pages/login/main.js,wx.setStorageSync,99,api.asyn,local_storage
wechat,wx621b87e4b2b83e10,pages/threadDetail/main.js,wx.getStorageSync,207,pages/threadDetail/main.js,wx.setStorageSync,316,api.asyn,local_storage
wechat,wx621b87e4b2b83e10,pages/threadDetail/main.js,wx.getStorageSync,207,pages/threadDetail/main.js,wx.setStorageSync,212,api.asyn,local_storage
wechat,wx642b23089f7cf86f,app.js,wx.login,51,app.js,wx.request,167,api.asyn,network_request
wechat,wx642b23089f7cf86f,app.js,wx.login,90,app.js,wx.request,167,api.asyn,network_request
wechat,wx642b23089f7cf86f,app.js,wx.login,270,app.js,wx.request,272,api.asyn,network_request
wechat,wx642b23089f7cf86f,pages/agent/detail.js,wx.getStorageSync,33,app.js,wx.request,167,api.asyn,network_request
wechat,wx642b23089f7cf86f,pages/agent/index.js,wx.getStorageSync,34,app.js,wx.request,167,api.asyn,network_request
wechat,wx642b23089f7cf86f,pages/anli/anli.js,wx.getStorageSync,29,app.js,wx.request,167,api.asyn,network_request
wechat,wx642b23089f7cf86f,pages/article/article.js,wx.getStorageSync,34,app.js,wx.request,167,api.asyn,network_request
wechat,wx642b23089f7cf86f,pages/article/article_detail.js,wx.getStorageSync,36,app.js,wx.request,167,api.asyn,network_request
wechat,wx642b23089f7cf86f,pages/chat/chat.js,wx.getStorageSync,4,app.js,wx.request,167,api.asyn,network_request
wechat,wx642b23089f7cf86f,pages/cropper/cropper.js,wx.getStorageSync,102,pages/cropper/cropper.js,wx.uploadFile,103,api.asyn,file_upload
wechat,wx642b23089f7cf86f,pages/form/form_detail.js,wx.getStorageSync,72,app.js,wx.request,167,api.asyn,network_request
wechat,wx642b23089f7cf86f,pages/form/form_detail.js,wx.getStorageSync,72,pages/form/form_detail.js,wx.uploadFile,779,api.asyn,file_upload
wechat,wx642b23089f7cf86f,pages/form/form_detail.js,wx.login,259,pages/form/form_detail.js,wx.request,261,api.asyn,network_request
wechat,wx642b23089f7cf86f,pages/form/form_detail.js,form_MobMaskWinFn,537,app.js,wx.request,167,ui,network_request
wechat,wx642b23089f7cf86f,pages/hn/hn.js,wx.getStorageSync,3,app.js,wx.request,167,api.asyn,network_request
wechat,wx642b23089f7cf86f,pages/hn/hn_detail.js,wx.getStorageSync,33,app.js,wx.request,167,api.asyn,network_request
wechat,wx642b23089f7cf86f,pages/hn/hn_detail.js,div_bbs_submitFn,81,app.js,wx.request,167,ui,network_request
wechat,wx642b23089f7cf86f,pages/huxuan/huxuan_detail.js,wx.getStorageSync,46,app.js,wx.request,167,api.asyn,network_request
wechat,wx642b23089f7cf86f,pages/index/index.js,wx.getStorageSync,7,app.js,wx.request,167,api.asyn,network_request
wechat,wx642b23089f7cf86f,pages/index/index.js,wx.login,633,pages/index/index.js,wx.request,635,api.asyn,network_request
wechat,wx642b23089f7cf86f,pages/index/index4.js,wx.getStorageSync,81,app.js,wx.request,167,api.asyn,network_request
wechat,wx642b23089f7cf86f,pages/index/index4.js,wx.getStorageSync,81,pages/index/index4.js,wx.setStorageSync,144,api.asyn,local_storage
wechat,wx642b23089f7cf86f,pages/index/index4.js,getPhoneNumber,209,app.js,wx.request,280,ui,network_request
wechat,wx642b23089f7cf86f,pages/izt/izt.js,wx.getStorageSync,35,app.js,wx.request,167,api.asyn,network_request
wechat,wx642b23089f7cf86f,pages/login/login.js,getPhoneNumber,57,app.js,wx.request,280,ui,network_request
wechat,wx642b23089f7cf86f,pages/manghe/manghe.js,wx.getStorageSync,32,app.js,wx.request,167,api.asyn,network_request
wechat,wx642b23089f7cf86f,pages/manghe/manghe.js,wx.chooseMedia,172,pages/manghe/manghe.js,wx.uploadFile,180,api.asyn,file_upload
wechat,wx642b23089f7cf86f,pages/manghe/manghe.js,btn_insubmitFn,121,app.js,wx.request,167,ui,network_request
wechat,wx642b23089f7cf86f,pages/msg/msg.js,wx.getStorageSync,4,app.js,wx.request,167,api.asyn,network_request
wechat,wx642b23089f7cf86f,pages/msg/msg.js,wx.login,179,pages/msg/msg.js,wx.request,181,api.asyn,network_request
wechat,wx642b23089f7cf86f,pages/my/browse.js,wx.getStorageSync,6,app.js,wx.request,167,api.asyn,network_request
wechat,wx642b23089f7cf86f,pages/my/cert.js,wx.getStorageSync,42,app.js,wx.request,167,api.asyn,network_request
wechat,wx642b23089f7cf86f,pages/my/cert.js,submit_mob_Fn,196,app.js,wx.request,167,ui,network_request
wechat,wx642b23089f7cf86f,pages/my/cert.js,submit_mob3_Fn,234,app.js,wx.request,167,ui,network_request
wechat,wx642b23089f7cf86f,pages/my/cert.js,submit_identity_Fn,346,pages/my/cert.js,wx.uploadFile,368,ui,file_upload
wechat,wx642b23089f7cf86f,pages/my/cert.js,submit_identity_Fn,346,pages/my/cert.js,wx.uploadFile,374,ui,file_upload
wechat,wx642b23089f7cf86f,pages/my/cert.js,submit_weixin_Fn,163,app.js,wx.request,167,ui,network_request
wechat,wx642b23089f7cf86f,pages/my/cert_face.js,wx.getStorageSync,95,pages/my/cert_face.js,wx.uploadFile,102,api.asyn,file_upload
wechat,wx642b23089f7cf86f,pages/my/cert_face.js,wx.getStorageSync,95,pages/my/cert_face.js,wx.uploadFile,110,api.asyn,file_upload
wechat,wx642b23089f7cf86f,pages/my/follow.js,wx.getStorageSync,6,app.js,wx.request,167,api.asyn,network_request
wechat,wx642b23089f7cf86f,pages/my/gift.js,wx.getStorageSync,4,app.js,wx.request,167,api.asyn,network_request
wechat,wx642b23089f7cf86f,pages/my/hh.js,wx.getStorageSync,4,app.js,wx.request,167,api.asyn,network_request
wechat,wx642b23089f7cf86f,pages/my/hongniang.js,wx.getStorageSync,16,app.js,wx.request,167,api.asyn,network_request
wechat,wx642b23089f7cf86f,pages/my/loveb.js,wx.getStorageSync,6,app.js,wx.request,167,api.asyn,network_request
wechat,wx642b23089f7cf86f,pages/my/mateshow.js,wx.getStorageSync,18,app.js,wx.request,167,api.asyn,network_request
wechat,wx642b23089f7cf86f,pages/my/money.js,wx.getStorageSync,38,app.js,wx.request,167,api.asyn,network_request
wechat,wx642b23089f7cf86f,pages/my/my.js,wx.getStorageSync,4,app.js,wx.request,167,api.asyn,network_request
wechat,wx642b23089f7cf86f,pages/my/my.js,wx.getStorageSync,4,pages/my/my.js,wx.request,213,api.asyn,network_request
wechat,wx642b23089f7cf86f,pages/my/my.js,wx.getStorageSync,4,pages/my/my.js,wx.request,236,api.asyn,network_request
wechat,wx642b23089f7cf86f,pages/my/my.js,wx.login,257,pages/my/my.js,wx.request,259,api.asyn,network_request
wechat,wx642b23089f7cf86f,pages/my/photo.js,wx.chooseMedia,21,pages/my/photo.js,wx.uploadFile,27,api.asyn,file_upload
wechat,wx642b23089f7cf86f,pages/my/photo.js,wx.getStorageSync,52,app.js,wx.request,167,api.asyn,network_request
wechat,wx642b23089f7cf86f,pages/my/refresh.js,wx.getStorageSync,3,app.js,wx.request,167,api.asyn,network_request
wechat,wx642b23089f7cf86f,pages/my/set.js,wx.getStorageSync,12,app.js,wx.request,167,api.asyn,network_request
wechat,wx642b23089f7cf86f,pages/my/sign.js,wx.getStorageSync,20,app.js,wx.request,167,api.asyn,network_request
wechat,wx642b23089f7cf86f,pages/my/top.js,wx.getStorageSync,17,app.js,wx.request,167,api.asyn,network_request
wechat,wx642b23089f7cf86f,pages/my/xqk.js,wx.getStorageSync,39,app.js,wx.request,167,api.asyn,network_request
wechat,wx642b23089f7cf86f,pages/my_vip/my_vip.js,wx.getStorageSync,27,app.js,wx.request,167,api.asyn,network_request
wechat,wx642b23089f7cf86f,pages/party/party_detail.js,wx.getStorageSync,52,app.js,wx.request,167,api.asyn,network_request
wechat,wx642b23089f7cf86f,pages/party/party_detail.js,wx.login,362,pages/party/party_detail.js,wx.request,364,api.asyn,network_request
wechat,wx642b23089f7cf86f,pages/party/party_detail.js,div_bbs_submitFn,405,app.js,wx.request,167,ui,network_request
wechat,wx642b23089f7cf86f,pages/party/party_detail.js,div_bm_add_submitFn,147,app.js,wx.request,167,ui,network_request
wechat,wx642b23089f7cf86f,pages/qun/qun_detail.js,wx.getStorageSync,34,app.js,wx.request,167,api.asyn,network_request
wechat,wx642b23089f7cf86f,pages/qun/qun_trend.js,wx.getStorageSync,44,app.js,wx.request,167,api.asyn,network_request
wechat,wx642b23089f7cf86f,pages/qun/qun_trend_add.js,wx.getStorageSync,3,app.js,wx.request,167,api.asyn,network_request
wechat,wx642b23089f7cf86f,pages/qun/qun_trend_add.js,wx.getStorageSync,3,pages/qun/qun_trend_add.js,wx.uploadFile,90,api.asyn,file_upload
wechat,wx642b23089f7cf86f,pages/qun/qun_ulist.js,wx.getStorageSync,41,app.js,wx.request,167,api.asyn,network_request
wechat,wx642b23089f7cf86f,pages/reg/reg.js,wx.getStorageSync,4,app.js,wx.request,167,api.asyn,network_request
